observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/ASM,2025,-40.72,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/AND,2025,260000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/AND,2025,0.0001,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/AND,2025,-16.98,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/AGO,2025,524350000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/AGO,2025,0.1198,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/AGO,2025,-24.85,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/AIA,2025,210000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/AIA,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/AIA,2025,-20.2,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/ATA,2025,260000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/ATA,2025,0.0001,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/ATA,2025,-0.45,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/ATG,2025,4760000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/ATG,2025,0.0011,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/ATG,2025,-68.18,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/ARG,2025,1018540000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/ARG,2025,0.2327,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/ARG,2025,-6.19,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/ARM,2025,264510000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/ARM,2025,0.0604,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/ARM,2025,180.01,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/ABW,2025,11840000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/ABW,2025,0.0027,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/ABW,2025,-19.94,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/AUS,2025,8581380000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/AUS,2025,1.9605,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/AUS,2025,8.07,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/AUT,2025,1405720000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/AUT,2025,0.3212,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/AUT,2025,23.7,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/AZE,2025,93970000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/AZE,2025,0.0215,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/AZE,2025,4.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BHS,2025,11470000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BHS,2025,0.0026,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BHS,2025,-89.21,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BHR,2025,797470000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BHR,2025,0.1822,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BHR,2025,-12.31,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BGD,2025,11485260000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BGD,2025,2.624,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BGD,2025,3.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BRB,2025,27610000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BRB,2025,0.0063,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BRB,2025,46.57,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BLR,2025,69330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BLR,2025,0.0158,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BLR,2025,58.17,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BEL,2025,6320140000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BEL,2025,1.4439,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BEL,2025,-19.36,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BLZ,2025,13160000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BLZ,2025,0.003,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BLZ,2025,-2.3,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BEN,2025,1194980000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BEN,2025,0.273,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BEN,2025,58.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BMU,2025,4710000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BMU,2025,0.0011,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BMU,2025,-22.59,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BTN,2025,1263830000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BTN,2025,0.2887,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BTN,2025,31.14,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BOL,2025,70120000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BOL,2025,0.016,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BOL,2025,-1.81,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BIH,2025,17330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BIH,2025,0.004,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BIH,2025,-40.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BWA,2025,173440000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BWA,2025,0.0396,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BWA,2025,58.74,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/VGB,2025,1970000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/VGB,2025,0.0005,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/VGB,2025,209.72,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BRA,2025,6771010000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BRA,2025,1.5469,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BRA,2025,12.44,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/IOT,2025,20000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/IOT,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BRN,2025,58670000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BRN,2025,0.0134,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BRN,2025,-13,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BGR,2025,230440000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BGR,2025,0.0526,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BGR,2025,3.04,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BFA,2025,144390000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BFA,2025,0.033,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BFA,2025,19.51,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/BDI,2025,29370000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/BDI,2025,0.0067,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/BDI,2025,-23.45,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CAF,2025,11850000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CAF,2025,0.0027,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CAF,2025,-81.84,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/KHM,2025,201110000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/KHM,2025,0.0459,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/KHM,2025,8.48,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CMR,2025,596150000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CMR,2025,0.1362,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CMR,2025,31.3,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CAN,2025,4222270000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CAN,2025,0.9646,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CAN,2025,9.8,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CPV,2025,3600000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CPV,2025,0.0008,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CPV,2025,14.15,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CYM,2025,136930000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CYM,2025,0.0313,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CYM,2025,1822.82,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/TCD,2025,81270000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/TCD,2025,0.0186,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/TCD,2025,1.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CHL,2025,1153800000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CHL,2025,0.2636,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CHL,2025,-2.46,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CHN,2025,14252210000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CHN,2025,3.2561,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CHN,2025,-14.45,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CXR,2025,20000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CXR,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CXR,2025,565.24,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CCK,2025,60000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CCK,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CCK,2025,367.32,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/COL,2025,1471650000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/COL,2025,0.3362,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/COL,2025,20.74,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/COM,2025,36930000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/COM,2025,0.0084,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/COM,2025,32.12,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/COD,2025,562900000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/COD,2025,0.1286,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/COD,2025,-3.06,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/COG,2025,178390000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/COG,2025,0.0408,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/COG,2025,1.34,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/COK,2025,130000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/COK,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/COK,2025,-44.15,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CRI,2025,223870000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CRI,2025,0.0511,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CRI,2025,21.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CIV,2025,989520000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CIV,2025,0.2261,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CIV,2025,44.34,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/HRV,2025,335760000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/HRV,2025,0.0767,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/HRV,2025,43.92,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CUB,2025,15270000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CUB,2025,0.0035,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CUB,2025,-62.26,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CWW,2024,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CWW,2025,290000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CWW,2025,0.0001,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CYP,2025,89920000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CYP,2025,0.0205,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CYP,2025,-5.26,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/CZE,2025,2062690000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/CZE,2025,0.4713,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/CZE,2025,48.42,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/DNK,2025,871410000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/DNK,2025,0.1991,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/DNK,2025,1.77,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/DJI,2025,677240000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/DJI,2025,0.1547,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/DJI,2025,-40.78,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/DOM,2025,381670000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/DOM,2025,0.0872,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/DOM,2025,9.99,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/DMA,2025,6590000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/DMA,2025,0.0015,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/DMA,2025,160.51,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/ECU,2025,316690000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/ECU,2025,0.0724,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/ECU,2025,-31.03,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/EGY,2025,3411360000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/EGY,2025,0.7794,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/EGY,2025,-3.1,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/SLV,2025,149090000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/SLV,2025,0.0341,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/SLV,2025,15.66,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/GNQ,2025,19180000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/GNQ,2025,0.0044,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/GNQ,2025,-28.4,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/ERI,2025,19000000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/ERI,2025,0.0043,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/ERI,2025,88.99,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/EST,2025,69660000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/EST,2025,0.0159,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/EST,2025,-9.88,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/ETH,2025,476810000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/ETH,2025,0.1089,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/ETH,2025,-2.61,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/FLK,2025,10000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/FLK,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/FRO,2025,12670000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/FRO,2025,0.0029,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/FRO,2025,113.27,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/FJI,2025,84670000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/FJI,2025,0.0193,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/FJI,2025,11,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/FIN,2025,471820000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/FIN,2025,0.1078,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/FIN,2025,-19,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
country/GUF,2025,1510000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD,ExportsInUSD
country/GUF,2025,0.0003,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInUSD
country/GUF,2025,2.95,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInUSD
