observationAbout,observationDate,value,variableMeasured,unit,measurementMethod,#input
wikidataId/Q1195,2023,192,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:29:13
wikidataId/Q1195,2024,192,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:29:14
wikidataId/Q1363,2011,472,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:1
wikidataId/Q1363,2012,446,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:2
wikidataId/Q1363,2013,534,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:3
wikidataId/Q1363,2014,552,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:4
wikidataId/Q1363,2015,548,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:5
wikidataId/Q1363,2016,558,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:6
wikidataId/Q1363,2017,585,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:7
wikidataId/Q1363,2018,607,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:8
wikidataId/Q1363,2019,621,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:9
wikidataId/Q1363,2020,657,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:10
wikidataId/Q1363,2021,680,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:11
wikidataId/Q1363,2022,682,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:12
wikidataId/Q1363,2023,699,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:13
wikidataId/Q1363,2024,702,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:30:14
wikidataId/Q1599,2011,84,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:1
wikidataId/Q1599,2012,86,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:2
wikidataId/Q1599,2013,106,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:3
wikidataId/Q1599,2014,134,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:4
wikidataId/Q1599,2015,197,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:5
wikidataId/Q1599,2016,185,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:6
wikidataId/Q1599,2017,192,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:7
wikidataId/Q1599,2018,186,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:8
wikidataId/Q1599,2019,187,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:9
wikidataId/Q1599,2020,190,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:10
wikidataId/Q1599,2021,192,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:11
wikidataId/Q1599,2022,191,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:12
wikidataId/Q1599,2023,193,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:13
wikidataId/Q1599,2024,195,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:31:14
wikidataId/Q1193,2011,96,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:1
wikidataId/Q1193,2012,102,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:2
wikidataId/Q1193,2013,128,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:3
wikidataId/Q1193,2014,145,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:4
wikidataId/Q1193,2015,160,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:5
wikidataId/Q1193,2016,173,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:6
wikidataId/Q1193,2017,188,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:7
wikidataId/Q1193,2018,191,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:8
wikidataId/Q1193,2019,197,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:9
wikidataId/Q1193,2020,204,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:10
wikidataId/Q1193,2021,204,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:11
wikidataId/Q1193,2022,218,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:12
wikidataId/Q1193,2023,237,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:13
wikidataId/Q1193,2024,246,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:32:14
wikidataId/Q1162,2015,124,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:5
wikidataId/Q1162,2016,120,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:6
wikidataId/Q1162,2017,125,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:7
wikidataId/Q1162,2018,117,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:8
wikidataId/Q1162,2019,115,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:9
wikidataId/Q1162,2020,116,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:10
wikidataId/Q1162,2021,109,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:11
wikidataId/Q1162,2022,211,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:12
wikidataId/Q1162,2023,198,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:13
wikidataId/Q1162,2024,199,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:33:14
wikidataId/Q40888,2011,17,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:1
wikidataId/Q40888,2012,18,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:2
wikidataId/Q40888,2013,24,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:3
wikidataId/Q40888,2014,20,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:4
wikidataId/Q40888,2015,20,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:5
wikidataId/Q40888,2016,19,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:6
wikidataId/Q40888,2017,18,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:7
wikidataId/Q40888,2018,18,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:8
wikidataId/Q40888,2019,14,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:9
wikidataId/Q40888,2020,15,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:10
wikidataId/Q40888,2021,13,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:11
wikidataId/Q40888,2022,13,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:12
wikidataId/Q40888,2023,14,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:13
wikidataId/Q40888,2024,13,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:34:14
wikidataId/Q200667,2020,3,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:35:10
wikidataId/Q200667,2021,2,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:35:11
wikidataId/Q200667,2022,2,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:35:12
wikidataId/Q200667,2023,30,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:35:13
wikidataId/Q200667,2024,29,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:35:14
wikidataId/Q1502,2020,215,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:36:10
wikidataId/Q1502,2021,206,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:36:11
wikidataId/Q1502,2022,208,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:36:12
wikidataId/Q1502,2023,206,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:36:13
wikidataId/Q1502,2024,204,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:36:14
wikidataId/Q26927,2024,4,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:37:14
country/IND,1982,105037,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:2:1
country/IND,1983,93166,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:3:1
country/IND,1984,96706,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:4:1
country/IND,1985,100328,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:5:1
country/IND,1986,101016,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:6:1
country/IND,1987,97957,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:7:1
country/IND,1988,102596,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:8:1
country/IND,1989,104077,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:9:1
country/IND,1990,107992,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:10:1
country/IND,1991,110179,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:11:1
country/IND,1992,112286,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:12:1
country/IND,1993,119494,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:13:1
country/IND,1994,121594,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:14:1
country/IND,1995,123010,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:15:1
country/IND,1996,134571,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:16:1
country/IND,1997,132814,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:17:1
country/IND,1998,136012,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:18:1
country/IND,1999,131706,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:19:1
country/IND,2000,131558,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:20:1
country/IND,2001,131268,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:21:1
country/IND,2002,128549,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:22:1
country/IND,2003,127957,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:23:1
country/IND,2004,129074,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:24:1
country/IND,2005,136353,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:25:1
country/IND,2006,140160,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:26:1
country/IND,2007,144710,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:27:1
country/IND,2008,146385,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:28:1
country/IND,2009,155321,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:29:1
country/IND,2010,158877,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:30:1
country/IND,2011,211660,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:31:1
country/IND,2012,217554,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:32:1
country/IND,2013,222120,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:33:1
country/IND,2014,224576,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:34:1
country/IND,2015,230435,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:35:1
country/IND,2016,233116,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:36:1
country/IND,2017,234865,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:37:1
country/IND,2018,237684,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:38:1
country/IND,2019,242395,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:39:1
country/IND,2020,246504,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:40:1
country/IND,2021,250454,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:41:1
country/IND,2022,249987,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:42:1
country/IND,2023,253334,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:43:1
country/IND,2024,260061,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:44:1
country/IND,1982,3470259,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:45:1
country/IND,1983,4100600,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:46:1
country/IND,1984,4860554,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:47:1
country/IND,1985,5484211,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:48:1
country/IND,1986,6008524,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:49:1
country/IND,1987,6723094,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:50:1
country/IND,1988,7847463,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:51:1
country/IND,1989,8912356,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:52:1
country/IND,1990,10692778,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:53:1
country/IND,1991,13364756,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:54:1
country/IND,1992,15190240,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:55:1
country/IND,1993,19287139,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:56:1
country/IND,1994,22441333,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:57:1
country/IND,1995,27764512,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:58:1
country/IND,1996,34846773,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:59:1
country/IND,1997,38004439,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:60:1
country/IND,1998,42308227,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:61:1
country/IND,1999,39115145,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:62:1
country/IND,2000,40186473,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:63:1
country/IND,2001,39960422,dcid:Amount_EconomicActivity_Factory_FixedCapital,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:64:1
