observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2014,wikidataId/Q66743,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,191702500000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1159,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4445642800000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1162,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,143826500000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1164,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1652123060202,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1165,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2794824421589,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1168,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1858134383055,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1171,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,401164914578,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1061,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,8114276440089,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1174,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3705345066647,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1177,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,890601864969,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1184,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1865343900000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1185,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,7484291303442,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1186,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4199555533726,INR,ConstantPrice_WithBaseYear2011_12,P1Y
