observationAbout,observationDate,variableMeasured,value,#input
country/EST,1982,dcid:Count_Person_50To54Years_Male,46853,estonia_population.csv:4264:3
country/EST,1982,dcid:Count_Person_55To59Years_Male,31965,estonia_population.csv:4265:3
country/EST,1982,dcid:Count_Person_60To64Years_Male,20917,estonia_population.csv:4266:3
country/EST,1982,dcid:Count_Person_65To69Years_Male,20104,estonia_population.csv:4267:3
country/EST,1982,dcid:Count_Person_70To74Years_Male,16992,estonia_population.csv:4268:3
country/EST,1982,dcid:Count_Person_75To79Years_Male,11302,estonia_population.csv:4269:3
country/EST,1982,dcid:Count_Person_80To84Years_Male,5017,estonia_population.csv:4270:3
country/EST,1982,dcid:Count_Person_85OrMoreYears_Male,2201,estonia_population.csv:4275:3
country/EST,1982,dcid:Count_Person_AgeNotStated_Male,93,estonia_population.csv:4276:3
country/EST,1983,dcid:Count_Person_Male,697982,estonia_population.csv:4277:3
country/EST,1983,dcid:Count_Person_0Years_Male,11712,estonia_population.csv:4278:3
country/EST,1983,dcid:Count_Person_1To4Years_Male,45804,estonia_population.csv:4279:3
country/EST,1983,dcid:Count_Person_5To9Years_Male,56290,estonia_population.csv:4280:3
country/EST,1983,dcid:Count_Person_10To14Years_Male,55732,estonia_population.csv:4281:3
country/EST,1983,dcid:Count_Person_15To19Years_Male,52156,estonia_population.csv:4282:3
country/EST,1983,dcid:Count_Person_20To24Years_Male,57635,estonia_population.csv:4283:3
country/EST,1983,dcid:Count_Person_25To29Years_Male,60872,estonia_population.csv:4284:3
country/EST,1983,dcid:Count_Person_30To34Years_Male,57361,estonia_population.csv:4285:3
country/EST,1983,dcid:Count_Person_35To39Years_Male,43422,estonia_population.csv:4286:3
country/EST,1983,dcid:Count_Person_40To44Years_Male,51460,estonia_population.csv:4287:3
country/EST,1983,dcid:Count_Person_45To49Years_Male,46854,estonia_population.csv:4288:3
country/EST,1983,dcid:Count_Person_50To54Years_Male,46520,estonia_population.csv:4289:3
country/EST,1983,dcid:Count_Person_55To59Years_Male,35033,estonia_population.csv:4290:3
country/EST,1983,dcid:Count_Person_60To64Years_Male,22728,estonia_population.csv:4291:3
country/EST,1983,dcid:Count_Person_65To69Years_Male,18105,estonia_population.csv:4292:3
country/EST,1983,dcid:Count_Person_70To74Years_Male,17253,estonia_population.csv:4293:3
country/EST,1983,dcid:Count_Person_75To79Years_Male,11348,estonia_population.csv:4294:3
country/EST,1983,dcid:Count_Person_80To84Years_Male,5392,estonia_population.csv:4295:3
country/EST,1983,dcid:Count_Person_85OrMoreYears_Male,2218,estonia_population.csv:4300:3
country/EST,1983,dcid:Count_Person_AgeNotStated_Male,87,estonia_population.csv:4301:3
country/EST,1984,dcid:Count_Person_Male,703214,estonia_population.csv:4302:3
country/EST,1984,dcid:Count_Person_0Years_Male,12175,estonia_population.csv:4303:3
country/EST,1984,dcid:Count_Person_1To4Years_Male,46546,estonia_population.csv:4304:3
country/EST,1984,dcid:Count_Person_5To9Years_Male,56265,estonia_population.csv:4305:3
country/EST,1984,dcid:Count_Person_10To14Years_Male,56404,estonia_population.csv:4306:3
country/EST,1984,dcid:Count_Person_15To19Years_Male,52528,estonia_population.csv:4307:3
country/EST,1984,dcid:Count_Person_20To24Years_Male,57062,estonia_population.csv:4308:3
country/EST,1984,dcid:Count_Person_25To29Years_Male,60936,estonia_population.csv:4309:3
country/EST,1984,dcid:Count_Person_30To34Years_Male,57661,estonia_population.csv:4310:3
country/EST,1984,dcid:Count_Person_35To39Years_Male,46495,estonia_population.csv:4311:3
country/EST,1984,dcid:Count_Person_40To44Years_Male,47882,estonia_population.csv:4312:3
country/EST,1984,dcid:Count_Person_45To49Years_Male,48445,estonia_population.csv:4313:3
country/EST,1984,dcid:Count_Person_50To54Years_Male,45363,estonia_population.csv:4314:3
country/EST,1984,dcid:Count_Person_55To59Years_Male,37463,estonia_population.csv:4315:3
country/EST,1984,dcid:Count_Person_60To64Years_Male,23603,estonia_population.csv:4316:3
country/EST,1984,dcid:Count_Person_65To69Years_Male,17698,estonia_population.csv:4317:3
country/EST,1984,dcid:Count_Person_70To74Years_Male,17291,estonia_population.csv:4318:3
country/EST,1984,dcid:Count_Person_75To79Years_Male,11282,estonia_population.csv:4319:3
country/EST,1984,dcid:Count_Person_80To84Years_Male,5734,estonia_population.csv:4320:3
country/EST,1984,dcid:Count_Person_85OrMoreYears_Male,2309,estonia_population.csv:4325:3
country/EST,1984,dcid:Count_Person_AgeNotStated_Male,72,estonia_population.csv:4326:3
country/EST,1985,dcid:Count_Person_Male,708088,estonia_population.csv:4327:3
country/EST,1985,dcid:Count_Person_0Years_Male,12132,estonia_population.csv:4328:3
country/EST,1985,dcid:Count_Person_1To4Years_Male,47379,estonia_population.csv:4329:3
country/EST,1985,dcid:Count_Person_5To9Years_Male,56650,estonia_population.csv:4330:3
country/EST,1985,dcid:Count_Person_10To14Years_Male,56822,estonia_population.csv:4331:3
country/EST,1985,dcid:Count_Person_15To19Years_Male,52961,estonia_population.csv:4332:3
country/EST,1985,dcid:Count_Person_20To24Years_Male,56490,estonia_population.csv:4333:3
country/EST,1985,dcid:Count_Person_25To29Years_Male,60672,estonia_population.csv:4334:3
country/EST,1985,dcid:Count_Person_30To34Years_Male,57894,estonia_population.csv:4335:3
country/EST,1985,dcid:Count_Person_35To39Years_Male,50194,estonia_population.csv:4336:3
country/EST,1985,dcid:Count_Person_40To44Years_Male,44609,estonia_population.csv:4337:3
country/EST,1985,dcid:Count_Person_45To49Years_Male,49973,estonia_population.csv:4338:3
country/EST,1985,dcid:Count_Person_50To54Years_Male,44145,estonia_population.csv:4339:3
country/EST,1985,dcid:Count_Person_55To59Years_Male,39562,estonia_population.csv:4340:3
country/EST,1985,dcid:Count_Person_60To64Years_Male,25124,estonia_population.csv:4341:3
country/EST,1985,dcid:Count_Person_65To69Years_Male,16617,estonia_population.csv:4342:3
country/EST,1985,dcid:Count_Person_70To74Years_Male,17208,estonia_population.csv:4343:3
country/EST,1985,dcid:Count_Person_75To79Years_Male,11290,estonia_population.csv:4344:3
country/EST,1985,dcid:Count_Person_80To84Years_Male,5985,estonia_population.csv:4345:3
country/EST,1985,dcid:Count_Person_85OrMoreYears_Male,2319,estonia_population.csv:4350:3
country/EST,1985,dcid:Count_Person_AgeNotStated_Male,62,estonia_population.csv:4351:3
country/EST,1986,dcid:Count_Person_Male,713979,estonia_population.csv:4352:3
country/EST,1986,dcid:Count_Person_0Years_Male,11928,estonia_population.csv:4353:3
country/EST,1986,dcid:Count_Person_1To4Years_Male,48212,estonia_population.csv:4354:3
country/EST,1986,dcid:Count_Person_5To9Years_Male,57163,estonia_population.csv:4355:3
country/EST,1986,dcid:Count_Person_10To14Years_Male,57064,estonia_population.csv:4356:3
country/EST,1986,dcid:Count_Person_15To19Years_Male,54422,estonia_population.csv:4357:3
country/EST,1986,dcid:Count_Person_20To24Years_Male,55118,estonia_population.csv:4358:3
country/EST,1986,dcid:Count_Person_25To29Years_Male,60742,estonia_population.csv:4359:3
country/EST,1986,dcid:Count_Person_30To34Years_Male,58880,estonia_population.csv:4360:3
country/EST,1986,dcid:Count_Person_35To39Years_Male,53393,estonia_population.csv:4361:3
country/EST,1986,dcid:Count_Person_40To44Years_Male,42440,estonia_population.csv:4362:3
country/EST,1986,dcid:Count_Person_45To49Years_Male,50094,estonia_population.csv:4363:3
country/EST,1986,dcid:Count_Person_50To54Years_Male,43445,estonia_population.csv:4364:3
country/EST,1986,dcid:Count_Person_55To59Years_Male,41766,estonia_population.csv:4365:3
country/EST,1986,dcid:Count_Person_60To64Years_Male,26498,estonia_population.csv:4366:3
country/EST,1986,dcid:Count_Person_65To69Years_Male,16393,estonia_population.csv:4367:3
country/EST,1986,dcid:Count_Person_70To74Years_Male,16614,estonia_population.csv:4368:3
country/EST,1986,dcid:Count_Person_75To79Years_Male,11325,estonia_population.csv:4369:3
country/EST,1986,dcid:Count_Person_80To84Years_Male,6010,estonia_population.csv:4370:3
country/EST,1986,dcid:Count_Person_85OrMoreYears_Male,2432,estonia_population.csv:4375:3
country/EST,1986,dcid:Count_Person_AgeNotStated_Male,40,estonia_population.csv:4376:3
country/EST,1987,dcid:Count_Person_Male,720578,estonia_population.csv:4377:3
country/EST,1987,dcid:Count_Person_0Years_Male,12221,estonia_population.csv:4378:3
country/EST,1987,dcid:Count_Person_1To4Years_Male,48592,estonia_population.csv:4379:3
country/EST,1987,dcid:Count_Person_5To9Years_Male,57831,estonia_population.csv:4380:3
country/EST,1987,dcid:Count_Person_10To14Years_Male,56932,estonia_population.csv:4381:3
country/EST,1987,dcid:Count_Person_15To19Years_Male,56277,estonia_population.csv:4382:3
country/EST,1987,dcid:Count_Person_20To24Years_Male,54154,estonia_population.csv:4383:3
country/EST,1987,dcid:Count_Person_25To29Years_Male,60880,estonia_population.csv:4384:3
country/EST,1987,dcid:Count_Person_30To34Years_Male,59391,estonia_population.csv:4385:3
country/EST,1987,dcid:Count_Person_35To39Years_Male,54885,estonia_population.csv:4386:3
country/EST,1987,dcid:Count_Person_40To44Years_Male,40933,estonia_population.csv:4387:3
country/EST,1987,dcid:Count_Person_45To49Years_Male,51158,estonia_population.csv:4388:3
country/EST,1987,dcid:Count_Person_50To54Years_Male,43321,estonia_population.csv:4389:3
country/EST,1987,dcid:Count_Person_55To59Years_Male,42889,estonia_population.csv:4390:3
country/EST,1987,dcid:Count_Person_60To64Years_Male,28245,estonia_population.csv:4391:3
country/EST,1987,dcid:Count_Person_65To69Years_Male,17366,estonia_population.csv:4392:3
country/EST,1987,dcid:Count_Person_70To74Years_Male,15391,estonia_population.csv:4393:3
country/EST,1987,dcid:Count_Person_75To79Years_Male,11382,estonia_population.csv:4394:3
country/EST,1987,dcid:Count_Person_80To84Years_Male,6205,estonia_population.csv:4395:3
country/EST,1987,dcid:Count_Person_85OrMoreYears_Male,2495,estonia_population.csv:4400:3
country/EST,1987,dcid:Count_Person_AgeNotStated_Male,30,estonia_population.csv:4401:3
country/EST,1988,dcid:Count_Person_Male,727183,estonia_population.csv:4402:3
country/EST,1988,dcid:Count_Person_0Years_Male,12806,estonia_population.csv:4403:3
country/EST,1988,dcid:Count_Person_1To4Years_Male,49097,estonia_population.csv:4404:3
country/EST,1988,dcid:Count_Person_5To9Years_Male,58153,estonia_population.csv:4405:3
country/EST,1988,dcid:Count_Person_10To14Years_Male,56747,estonia_population.csv:4406:3
country/EST,1988,dcid:Count_Person_15To19Years_Male,58462,estonia_population.csv:4407:3
country/EST,1988,dcid:Count_Person_20To24Years_Male,52872,estonia_population.csv:4408:3
country/EST,1988,dcid:Count_Person_25To29Years_Male,61083,estonia_population.csv:4409:3
country/EST,1988,dcid:Count_Person_30To34Years_Male,59731,estonia_population.csv:4410:3
country/EST,1988,dcid:Count_Person_35To39Years_Male,55749,estonia_population.csv:4411:3
country/EST,1988,dcid:Count_Person_40To44Years_Male,42173,estonia_population.csv:4412:3
country/EST,1988,dcid:Count_Person_45To49Years_Male,49316,estonia_population.csv:4413:3
country/EST,1988,dcid:Count_Person_50To54Years_Male,44043,estonia_population.csv:4414:3
country/EST,1988,dcid:Count_Person_55To59Years_Male,42618,estonia_population.csv:4415:3
country/EST,1988,dcid:Count_Person_60To64Years_Male,31185,estonia_population.csv:4416:3
country/EST,1988,dcid:Count_Person_65To69Years_Male,18879,estonia_population.csv:4417:3
country/EST,1988,dcid:Count_Person_70To74Years_Male,13762,estonia_population.csv:4418:3
country/EST,1988,dcid:Count_Person_75To79Years_Male,11601,estonia_population.csv:4419:3
country/EST,1988,dcid:Count_Person_80To84Years_Male,6198,estonia_population.csv:4420:3
country/EST,1988,dcid:Count_Person_85OrMoreYears_Male,2690,estonia_population.csv:4425:3
country/EST,1988,dcid:Count_Person_AgeNotStated_Male,18,estonia_population.csv:4426:3
country/EST,1989,dcid:Count_Person_Male,731392,estonia_population.csv:4427:3
country/EST,1989,dcid:Count_Person_0Years_Male,12412,estonia_population.csv:4428:3
country/EST,1989,dcid:Count_Person_1To4Years_Male,49436,estonia_population.csv:4429:3
country/EST,1989,dcid:Count_Person_5To9Years_Male,58987,estonia_population.csv:4430:3
country/EST,1989,dcid:Count_Person_10To14Years_Male,56593,estonia_population.csv:4431:3
country/EST,1989,dcid:Count_Person_15To19Years_Male,58744,estonia_population.csv:4432:3
country/EST,1989,dcid:Count_Person_20To24Years_Male,53315,estonia_population.csv:4433:3
country/EST,1989,dcid:Count_Person_25To29Years_Male,60212,estonia_population.csv:4434:3
country/EST,1989,dcid:Count_Person_30To34Years_Male,59920,estonia_population.csv:4435:3
country/EST,1989,dcid:Count_Person_35To39Years_Male,55992,estonia_population.csv:4436:3
country/EST,1989,dcid:Count_Person_40To44Years_Male,45058,estonia_population.csv:4437:3
country/EST,1989,dcid:Count_Person_45To49Years_Male,46122,estonia_population.csv:4438:3
country/EST,1989,dcid:Count_Person_50To54Years_Male,45619,estonia_population.csv:4439:3
country/EST,1989,dcid:Count_Person_55To59Years_Male,41536,estonia_population.csv:4440:3
country/EST,1989,dcid:Count_Person_60To64Years_Male,33278,estonia_population.csv:4441:3
country/EST,1989,dcid:Count_Person_65To69Years_Male,19785,estonia_population.csv:4442:3
country/EST,1989,dcid:Count_Person_70To74Years_Male,13557,estonia_population.csv:4443:3
country/EST,1989,dcid:Count_Person_75To79Years_Male,11677,estonia_population.csv:4444:3
country/EST,1989,dcid:Count_Person_80To84Years_Male,6246,estonia_population.csv:4445:3
country/EST,1989,dcid:Count_Person_85OrMoreYears_Male,2903,estonia_population.csv:4450:3
country/EST,1989,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4451:3
country/EST,1990,dcid:Count_Person_Male,734538,estonia_population.csv:4452:3
country/EST,1990,dcid:Count_Person_0Years_Male,12369,estonia_population.csv:4453:3
country/EST,1990,dcid:Count_Person_1To4Years_Male,49480,estonia_population.csv:4454:3
country/EST,1990,dcid:Count_Person_5To9Years_Male,59729,estonia_population.csv:4455:3
country/EST,1990,dcid:Count_Person_10To14Years_Male,56778,estonia_population.csv:4456:3
country/EST,1990,dcid:Count_Person_15To19Years_Male,56463,estonia_population.csv:4457:3
country/EST,1990,dcid:Count_Person_20To24Years_Male,55144,estonia_population.csv:4458:3
country/EST,1990,dcid:Count_Person_25To29Years_Male,59210,estonia_population.csv:4459:3
country/EST,1990,dcid:Count_Person_30To34Years_Male,59907,estonia_population.csv:4460:3
country/EST,1990,dcid:Count_Person_35To39Years_Male,56280,estonia_population.csv:4461:3
country/EST,1990,dcid:Count_Person_40To44Years_Male,48735,estonia_population.csv:4462:3
country/EST,1990,dcid:Count_Person_45To49Years_Male,42908,estonia_population.csv:4463:3
country/EST,1990,dcid:Count_Person_50To54Years_Male,47058,estonia_population.csv:4464:3
country/EST,1990,dcid:Count_Person_55To59Years_Male,40592,estonia_population.csv:4465:3
country/EST,1990,dcid:Count_Person_60To64Years_Male,34958,estonia_population.csv:4466:3
country/EST,1990,dcid:Count_Person_65To69Years_Male,21105,estonia_population.csv:4467:3
country/EST,1990,dcid:Count_Person_70To74Years_Male,12769,estonia_population.csv:4468:3
country/EST,1990,dcid:Count_Person_75To79Years_Male,11673,estonia_population.csv:4469:3
country/EST,1990,dcid:Count_Person_80To84Years_Male,6310,estonia_population.csv:4470:3
country/EST,1990,dcid:Count_Person_85OrMoreYears_Male,3070,estonia_population.csv:4475:3
country/EST,1990,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4476:3
country/EST,1991,dcid:Count_Person_Male,733549,estonia_population.csv:4477:3
country/EST,1991,dcid:Count_Person_0Years_Male,11352,estonia_population.csv:4478:3
country/EST,1991,dcid:Count_Person_1To4Years_Male,49475,estonia_population.csv:4479:3
country/EST,1991,dcid:Count_Person_5To9Years_Male,59923,estonia_population.csv:4480:3
country/EST,1991,dcid:Count_Person_10To14Years_Male,56796,estonia_population.csv:4481:3
country/EST,1991,dcid:Count_Person_15To19Years_Male,55376,estonia_population.csv:4482:3
country/EST,1991,dcid:Count_Person_20To24Years_Male,56164,estonia_population.csv:4483:3
country/EST,1991,dcid:Count_Person_25To29Years_Male,57043,estonia_population.csv:4484:3
country/EST,1991,dcid:Count_Person_30To34Years_Male,59554,estonia_population.csv:4485:3
country/EST,1991,dcid:Count_Person_35To39Years_Male,56877,estonia_population.csv:4486:3
country/EST,1991,dcid:Count_Person_40To44Years_Male,51420,estonia_population.csv:4487:3
country/EST,1991,dcid:Count_Person_45To49Years_Male,40547,estonia_population.csv:4488:3
country/EST,1991,dcid:Count_Person_50To54Years_Male,47031,estonia_population.csv:4489:3
country/EST,1991,dcid:Count_Person_55To59Years_Male,39757,estonia_population.csv:4490:3
country/EST,1991,dcid:Count_Person_60To64Years_Male,36760,estonia_population.csv:4491:3
country/EST,1991,dcid:Count_Person_65To69Years_Male,22139,estonia_population.csv:4492:3
country/EST,1991,dcid:Count_Person_70To74Years_Male,12494,estonia_population.csv:4493:3
country/EST,1991,dcid:Count_Person_75To79Years_Male,11336,estonia_population.csv:4494:3
country/EST,1991,dcid:Count_Person_80To84Years_Male,6399,estonia_population.csv:4495:3
country/EST,1991,dcid:Count_Person_85OrMoreYears_Male,3106,estonia_population.csv:4500:3
country/EST,1991,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4501:3
country/EST,1992,dcid:Count_Person_Male,726755,estonia_population.csv:4502:3
country/EST,1992,dcid:Count_Person_0Years_Male,9732,estonia_population.csv:4503:3
country/EST,1992,dcid:Count_Person_1To4Years_Male,48209,estonia_population.csv:4504:3
country/EST,1992,dcid:Count_Person_5To9Years_Male,59817,estonia_population.csv:4505:3
country/EST,1992,dcid:Count_Person_10To14Years_Male,56738,estonia_population.csv:4506:3
country/EST,1992,dcid:Count_Person_15To19Years_Male,54738,estonia_population.csv:4507:3
country/EST,1992,dcid:Count_Person_20To24Years_Male,54988,estonia_population.csv:4508:3
country/EST,1992,dcid:Count_Person_25To29Years_Male,54583,estonia_population.csv:4509:3
country/EST,1992,dcid:Count_Person_30To34Years_Male,58860,estonia_population.csv:4510:3
country/EST,1992,dcid:Count_Person_35To39Years_Male,56802,estonia_population.csv:4511:3
country/EST,1992,dcid:Count_Person_40To44Years_Male,52369,estonia_population.csv:4512:3
country/EST,1992,dcid:Count_Person_45To49Years_Male,38780,estonia_population.csv:4513:3
country/EST,1992,dcid:Count_Person_50To54Years_Male,47680,estonia_population.csv:4514:3
country/EST,1992,dcid:Count_Person_55To59Years_Male,39368,estonia_population.csv:4515:3
country/EST,1992,dcid:Count_Person_60To64Years_Male,37313,estonia_population.csv:4516:3
country/EST,1992,dcid:Count_Person_65To69Years_Male,23449,estonia_population.csv:4517:3
country/EST,1992,dcid:Count_Person_70To74Years_Male,13260,estonia_population.csv:4518:3
country/EST,1992,dcid:Count_Person_75To79Years_Male,10444,estonia_population.csv:4519:3
country/EST,1992,dcid:Count_Person_80To84Years_Male,6422,estonia_population.csv:4520:3
country/EST,1992,dcid:Count_Person_85OrMoreYears_Male,3203,estonia_population.csv:4525:3
country/EST,1992,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4526:3
country/EST,1993,dcid:Count_Person_Male,703305,estonia_population.csv:4527:3
country/EST,1993,dcid:Count_Person_0Years_Male,9026,estonia_population.csv:4528:3
country/EST,1993,dcid:Count_Person_1To4Years_Male,44070,estonia_population.csv:4529:3
country/EST,1993,dcid:Count_Person_5To9Years_Male,58648,estonia_population.csv:4530:3
country/EST,1993,dcid:Count_Person_10To14Years_Male,55096,estonia_population.csv:4531:3
country/EST,1993,dcid:Count_Person_15To19Years_Male,53368,estonia_population.csv:4532:3
country/EST,1993,dcid:Count_Person_20To24Years_Male,51521,estonia_population.csv:4533:3
country/EST,1993,dcid:Count_Person_25To29Years_Male,50331,estonia_population.csv:4534:3
country/EST,1993,dcid:Count_Person_30To34Years_Male,56284,estonia_population.csv:4535:3
country/EST,1993,dcid:Count_Person_35To39Years_Male,54827,estonia_population.csv:4536:3
country/EST,1993,dcid:Count_Person_40To44Years_Male,51522,estonia_population.csv:4537:3
country/EST,1993,dcid:Count_Person_45To49Years_Male,39036,estonia_population.csv:4538:3
country/EST,1993,dcid:Count_Person_50To54Years_Male,45061,estonia_population.csv:4539:3
country/EST,1993,dcid:Count_Person_55To59Years_Male,39428,estonia_population.csv:4540:3
country/EST,1993,dcid:Count_Person_60To64Years_Male,36615,estonia_population.csv:4541:3
country/EST,1993,dcid:Count_Person_65To69Years_Male,25362,estonia_population.csv:4542:3
country/EST,1993,dcid:Count_Person_70To74Years_Male,14207,estonia_population.csv:4543:3
country/EST,1993,dcid:Count_Person_75To79Years_Male,9127,estonia_population.csv:4544:3
country/EST,1993,dcid:Count_Person_80To84Years_Male,6527,estonia_population.csv:4545:3
country/EST,1993,dcid:Count_Person_85OrMoreYears_Male,3249,estonia_population.csv:4550:3
country/EST,1993,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4551:3
country/EST,1994,dcid:Count_Person_Male,686000,estonia_population.csv:4552:3
country/EST,1994,dcid:Count_Person_0Years_Male,7678,estonia_population.csv:4553:3
country/EST,1994,dcid:Count_Person_1To4Years_Male,40495,estonia_population.csv:4554:3
country/EST,1994,dcid:Count_Person_5To9Years_Male,57511,estonia_population.csv:4555:3
country/EST,1994,dcid:Count_Person_10To14Years_Male,54758,estonia_population.csv:4556:3
country/EST,1994,dcid:Count_Person_15To19Years_Male,51869,estonia_population.csv:4557:3
country/EST,1994,dcid:Count_Person_20To24Years_Male,51082,estonia_population.csv:4558:3
country/EST,1994,dcid:Count_Person_25To29Years_Male,47723,estonia_population.csv:4559:3
country/EST,1994,dcid:Count_Person_30To34Years_Male,53590,estonia_population.csv:4560:3
country/EST,1994,dcid:Count_Person_35To39Years_Male,53312,estonia_population.csv:4561:3
country/EST,1994,dcid:Count_Person_40To44Years_Male,50322,estonia_population.csv:4562:3
country/EST,1994,dcid:Count_Person_45To49Years_Male,40888,estonia_population.csv:4563:3
country/EST,1994,dcid:Count_Person_50To54Years_Male,41472,estonia_population.csv:4564:3
country/EST,1994,dcid:Count_Person_55To59Years_Male,40172,estonia_population.csv:4565:3
country/EST,1994,dcid:Count_Person_60To64Years_Male,35408,estonia_population.csv:4566:3
country/EST,1994,dcid:Count_Person_65To69Years_Male,26564,estonia_population.csv:4567:3
country/EST,1994,dcid:Count_Person_70To74Years_Male,14678,estonia_population.csv:4568:3
country/EST,1994,dcid:Count_Person_75To79Years_Male,8874,estonia_population.csv:4569:3
country/EST,1994,dcid:Count_Person_80To84Years_Male,6408,estonia_population.csv:4570:3
country/EST,1994,dcid:Count_Person_85OrMoreYears_Male,3196,estonia_population.csv:4575:3
country/EST,1994,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4576:3
country/EST,1995,dcid:Count_Person_Male,671264,estonia_population.csv:4577:3
country/EST,1995,dcid:Count_Person_0Years_Male,7004,estonia_population.csv:4578:3
country/EST,1995,dcid:Count_Person_1To4Years_Male,36135,estonia_population.csv:4579:3
country/EST,1995,dcid:Count_Person_5To9Years_Male,56881,estonia_population.csv:4580:3
country/EST,1995,dcid:Count_Person_10To14Years_Male,54759,estonia_population.csv:4581:3
country/EST,1995,dcid:Count_Person_15To19Years_Male,51026,estonia_population.csv:4582:3
country/EST,1995,dcid:Count_Person_20To24Years_Male,50231,estonia_population.csv:4583:3
country/EST,1995,dcid:Count_Person_25To29Years_Male,46085,estonia_population.csv:4584:3
country/EST,1995,dcid:Count_Person_30To34Years_Male,51191,estonia_population.csv:4585:3
country/EST,1995,dcid:Count_Person_35To39Years_Male,51933,estonia_population.csv:4586:3
country/EST,1995,dcid:Count_Person_40To44Years_Male,49147,estonia_population.csv:4587:3
country/EST,1995,dcid:Count_Person_45To49Years_Male,43102,estonia_population.csv:4588:3
country/EST,1995,dcid:Count_Person_50To54Years_Male,38081,estonia_population.csv:4589:3
country/EST,1995,dcid:Count_Person_55To59Years_Male,40765,estonia_population.csv:4590:3
country/EST,1995,dcid:Count_Person_60To64Years_Male,34125,estonia_population.csv:4591:3
country/EST,1995,dcid:Count_Person_65To69Years_Male,27528,estonia_population.csv:4592:3
country/EST,1995,dcid:Count_Person_70To74Years_Male,15396,estonia_population.csv:4593:3
country/EST,1995,dcid:Count_Person_75To79Years_Male,8264,estonia_population.csv:4594:3
country/EST,1995,dcid:Count_Person_80To84Years_Male,6315,estonia_population.csv:4595:3
country/EST,1995,dcid:Count_Person_85OrMoreYears_Male,3296,estonia_population.csv:4600:3
country/EST,1995,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4601:3
country/EST,1996,dcid:Count_Person_Male,659355,estonia_population.csv:4602:3
country/EST,1996,dcid:Count_Person_0Years_Male,6762,estonia_population.csv:4603:3
country/EST,1996,dcid:Count_Person_1To4Years_Male,32227,estonia_population.csv:4604:3
country/EST,1996,dcid:Count_Person_5To9Years_Male,55749,estonia_population.csv:4605:3
country/EST,1996,dcid:Count_Person_10To14Years_Male,54681,estonia_population.csv:4606:3
country/EST,1996,dcid:Count_Person_15To19Years_Male,50609,estonia_population.csv:4607:3
country/EST,1996,dcid:Count_Person_20To24Years_Male,49383,estonia_population.csv:4608:3
country/EST,1996,dcid:Count_Person_25To29Years_Male,45953,estonia_population.csv:4609:3
country/EST,1996,dcid:Count_Person_30To34Years_Male,48676,estonia_population.csv:4610:3
country/EST,1996,dcid:Count_Person_35To39Years_Male,50755,estonia_population.csv:4611:3
country/EST,1996,dcid:Count_Person_40To44Years_Male,48749,estonia_population.csv:4612:3
country/EST,1996,dcid:Count_Person_45To49Years_Male,44557,estonia_population.csv:4613:3
country/EST,1996,dcid:Count_Person_50To54Years_Male,35554,estonia_population.csv:4614:3
country/EST,1996,dcid:Count_Person_55To59Years_Male,40130,estonia_population.csv:4615:3
country/EST,1996,dcid:Count_Person_60To64Years_Male,33165,estonia_population.csv:4616:3
country/EST,1996,dcid:Count_Person_65To69Years_Male,28737,estonia_population.csv:4617:3
country/EST,1996,dcid:Count_Person_70To74Years_Male,16143,estonia_population.csv:4618:3
country/EST,1996,dcid:Count_Person_75To79Years_Male,8043,estonia_population.csv:4619:3
country/EST,1996,dcid:Count_Person_80To84Years_Male,6155,estonia_population.csv:4620:3
country/EST,1996,dcid:Count_Person_85OrMoreYears_Male,3327,estonia_population.csv:4625:3
country/EST,1996,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4626:3
country/EST,1997,dcid:Count_Person_Male,649490,estonia_population.csv:4627:3
country/EST,1997,dcid:Count_Person_0Years_Male,6661,estonia_population.csv:4628:3
country/EST,1997,dcid:Count_Person_1To4Years_Male,29627,estonia_population.csv:4629:3
country/EST,1997,dcid:Count_Person_5To9Years_Male,53247,estonia_population.csv:4630:3
country/EST,1997,dcid:Count_Person_10To14Years_Male,54327,estonia_population.csv:4631:3
country/EST,1997,dcid:Count_Person_15To19Years_Male,50716,estonia_population.csv:4632:3
country/EST,1997,dcid:Count_Person_20To24Years_Male,48373,estonia_population.csv:4633:3
country/EST,1997,dcid:Count_Person_25To29Years_Male,46653,estonia_population.csv:4634:3
country/EST,1997,dcid:Count_Person_30To34Years_Male,46449,estonia_population.csv:4635:3
country/EST,1997,dcid:Count_Person_35To39Years_Male,49885,estonia_population.csv:4636:3
country/EST,1997,dcid:Count_Person_40To44Years_Male,48025,estonia_population.csv:4637:3
country/EST,1997,dcid:Count_Person_45To49Years_Male,44906,estonia_population.csv:4638:3
country/EST,1997,dcid:Count_Person_50To54Years_Male,33683,estonia_population.csv:4639:3
country/EST,1997,dcid:Count_Person_55To59Years_Male,40275,estonia_population.csv:4640:3
country/EST,1997,dcid:Count_Person_60To64Years_Male,32762,estonia_population.csv:4641:3
country/EST,1997,dcid:Count_Person_65To69Years_Male,29246,estonia_population.csv:4642:3
