observationAbout,observationDate,variableMeasured,value,#input
country/EST,1939,dcid:Count_Person_30To34Years,97112,estonia_population.csv:510:3
country/EST,1939,dcid:Count_Person_35To39Years,90326,estonia_population.csv:511:3
country/EST,1939,dcid:Count_Person_40To44Years,77352,estonia_population.csv:512:3
country/EST,1939,dcid:Count_Person_45To49Years,69175,estonia_population.csv:513:3
country/EST,1939,dcid:Count_Person_50To54Years,66792,estonia_population.csv:514:3
country/EST,1939,dcid:Count_Person_55To59Years,57812,estonia_population.csv:515:3
country/EST,1939,dcid:Count_Person_60To64Years,52455,estonia_population.csv:516:3
country/EST,1939,dcid:Count_Person_65To69Years,42620,estonia_population.csv:517:3
country/EST,1939,dcid:Count_Person_70To74Years,31520,estonia_population.csv:518:3
country/EST,1939,dcid:Count_Person_75To79Years,22513,estonia_population.csv:519:3
country/EST,1939,dcid:Count_Person_80To84Years,9886,estonia_population.csv:520:3
country/EST,1939,dcid:Count_Person_85OrMoreYears,3954,estonia_population.csv:525:3
country/EST,1939,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:526:3
country/EST,1940,dcid:Count_Person,1121939,estonia_population.csv:527:3
country/EST,1950,dcid:Count_Person,1022906,estonia_population.csv:777:3
country/EST,1950,dcid:Count_Person_0Years,19310,estonia_population.csv:778:3
country/EST,1950,dcid:Count_Person_1To4Years,65250,estonia_population.csv:779:3
country/EST,1950,dcid:Count_Person_5To9Years,75608,estonia_population.csv:780:3
country/EST,1950,dcid:Count_Person_10To14Years,83007,estonia_population.csv:781:3
country/EST,1950,dcid:Count_Person_15To19Years,76684,estonia_population.csv:782:3
country/EST,1950,dcid:Count_Person_20To24Years,79526,estonia_population.csv:783:3
country/EST,1950,dcid:Count_Person_25To29Years,72523,estonia_population.csv:784:3
country/EST,1950,dcid:Count_Person_30To34Years,54748,estonia_population.csv:785:3
country/EST,1950,dcid:Count_Person_35To39Years,77724,estonia_population.csv:786:3
country/EST,1950,dcid:Count_Person_40To44Years,76084,estonia_population.csv:787:3
country/EST,1950,dcid:Count_Person_45To49Years,73369,estonia_population.csv:788:3
country/EST,1950,dcid:Count_Person_50To54Years,61426,estonia_population.csv:789:3
country/EST,1950,dcid:Count_Person_55To59Years,53933,estonia_population.csv:790:3
country/EST,1950,dcid:Count_Person_60To64Years,48330,estonia_population.csv:791:3
country/EST,1950,dcid:Count_Person_65To69Years,39681,estonia_population.csv:792:3
country/EST,1950,dcid:Count_Person_70To74Years,30039,estonia_population.csv:793:3
country/EST,1950,dcid:Count_Person_75To79Years,20826,estonia_population.csv:794:3
country/EST,1950,dcid:Count_Person_80To84Years,9659,estonia_population.csv:795:3
country/EST,1950,dcid:Count_Person_85OrMoreYears,5179,estonia_population.csv:800:3
country/EST,1950,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:801:3
country/EST,1951,dcid:Count_Person,1049831,estonia_population.csv:802:3
country/EST,1951,dcid:Count_Person_0Years,18841,estonia_population.csv:803:3
country/EST,1951,dcid:Count_Person_1To4Years,70254,estonia_population.csv:804:3
country/EST,1951,dcid:Count_Person_5To9Years,73842,estonia_population.csv:805:3
country/EST,1951,dcid:Count_Person_10To14Years,85532,estonia_population.csv:806:3
country/EST,1951,dcid:Count_Person_15To19Years,78261,estonia_population.csv:807:3
country/EST,1951,dcid:Count_Person_20To24Years,87029,estonia_population.csv:808:3
country/EST,1951,dcid:Count_Person_25To29Years,78243,estonia_population.csv:809:3
country/EST,1951,dcid:Count_Person_30To34Years,56541,estonia_population.csv:810:3
country/EST,1951,dcid:Count_Person_35To39Years,74281,estonia_population.csv:811:3
country/EST,1951,dcid:Count_Person_40To44Years,78069,estonia_population.csv:812:3
country/EST,1951,dcid:Count_Person_45To49Years,72655,estonia_population.csv:813:3
country/EST,1951,dcid:Count_Person_50To54Years,64665,estonia_population.csv:814:3
country/EST,1951,dcid:Count_Person_55To59Years,54638,estonia_population.csv:815:3
country/EST,1951,dcid:Count_Person_60To64Years,49376,estonia_population.csv:816:3
country/EST,1951,dcid:Count_Person_65To69Years,40608,estonia_population.csv:817:3
country/EST,1951,dcid:Count_Person_70To74Years,30540,estonia_population.csv:818:3
country/EST,1951,dcid:Count_Person_75To79Years,20992,estonia_population.csv:819:3
country/EST,1951,dcid:Count_Person_80To84Years,10188,estonia_population.csv:820:3
country/EST,1951,dcid:Count_Person_85OrMoreYears,5276,estonia_population.csv:825:3
country/EST,1951,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:826:3
country/EST,1952,dcid:Count_Person,1073439,estonia_population.csv:827:3
country/EST,1952,dcid:Count_Person_0Years,19356,estonia_population.csv:828:3
country/EST,1952,dcid:Count_Person_1To4Years,71520,estonia_population.csv:829:3
country/EST,1952,dcid:Count_Person_5To9Years,72901,estonia_population.csv:830:3
country/EST,1952,dcid:Count_Person_10To14Years,87893,estonia_population.csv:831:3
country/EST,1952,dcid:Count_Person_15To19Years,81565,estonia_population.csv:832:3
country/EST,1952,dcid:Count_Person_20To24Years,90631,estonia_population.csv:833:3
country/EST,1952,dcid:Count_Person_25To29Years,84535,estonia_population.csv:834:3
country/EST,1952,dcid:Count_Person_30To34Years,60953,estonia_population.csv:835:3
country/EST,1952,dcid:Count_Person_35To39Years,70295,estonia_population.csv:836:3
country/EST,1952,dcid:Count_Person_40To44Years,77455,estonia_population.csv:837:3
country/EST,1952,dcid:Count_Person_45To49Years,74886,estonia_population.csv:838:3
country/EST,1952,dcid:Count_Person_50To54Years,65998,estonia_population.csv:839:3
country/EST,1952,dcid:Count_Person_55To59Years,55687,estonia_population.csv:840:3
country/EST,1952,dcid:Count_Person_60To64Years,49905,estonia_population.csv:841:3
country/EST,1952,dcid:Count_Person_65To69Years,42038,estonia_population.csv:842:3
country/EST,1952,dcid:Count_Person_70To74Years,30623,estonia_population.csv:843:3
country/EST,1952,dcid:Count_Person_75To79Years,21433,estonia_population.csv:844:3
country/EST,1952,dcid:Count_Person_80To84Years,10381,estonia_population.csv:845:3
country/EST,1952,dcid:Count_Person_85OrMoreYears,5384,estonia_population.csv:850:3
country/EST,1952,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:851:3
country/EST,1953,dcid:Count_Person,1092763,estonia_population.csv:852:3
country/EST,1953,dcid:Count_Person_0Years,19563,estonia_population.csv:853:3
country/EST,1953,dcid:Count_Person_1To4Years,72835,estonia_population.csv:854:3
country/EST,1953,dcid:Count_Person_5To9Years,75374,estonia_population.csv:855:3
country/EST,1953,dcid:Count_Person_10To14Years,85419,estonia_population.csv:856:3
country/EST,1953,dcid:Count_Person_15To19Years,85019,estonia_population.csv:857:3
country/EST,1953,dcid:Count_Person_20To24Years,93914,estonia_population.csv:858:3
country/EST,1953,dcid:Count_Person_25To29Years,88647,estonia_population.csv:859:3
country/EST,1953,dcid:Count_Person_30To34Years,68612,estonia_population.csv:860:3
country/EST,1953,dcid:Count_Person_35To39Years,63860,estonia_population.csv:861:3
country/EST,1953,dcid:Count_Person_40To44Years,78540,estonia_population.csv:862:3
country/EST,1953,dcid:Count_Person_45To49Years,74518,estonia_population.csv:863:3
country/EST,1953,dcid:Count_Person_50To54Years,68886,estonia_population.csv:864:3
country/EST,1953,dcid:Count_Person_55To59Years,56024,estonia_population.csv:865:3
country/EST,1953,dcid:Count_Person_60To64Years,51135,estonia_population.csv:866:3
country/EST,1953,dcid:Count_Person_65To69Years,42014,estonia_population.csv:867:3
country/EST,1953,dcid:Count_Person_70To74Years,31182,estonia_population.csv:868:3
country/EST,1953,dcid:Count_Person_75To79Years,21298,estonia_population.csv:869:3
country/EST,1953,dcid:Count_Person_80To84Years,10653,estonia_population.csv:870:3
country/EST,1953,dcid:Count_Person_85OrMoreYears,5270,estonia_population.csv:875:3
country/EST,1953,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:876:3
country/EST,1954,dcid:Count_Person,1120213,estonia_population.csv:877:3
country/EST,1954,dcid:Count_Person_0Years,19239,estonia_population.csv:878:3
country/EST,1954,dcid:Count_Person_1To4Years,73995,estonia_population.csv:879:3
country/EST,1954,dcid:Count_Person_5To9Years,81234,estonia_population.csv:880:3
country/EST,1954,dcid:Count_Person_10To14Years,81311,estonia_population.csv:881:3
country/EST,1954,dcid:Count_Person_15To19Years,90695,estonia_population.csv:882:3
country/EST,1954,dcid:Count_Person_20To24Years,95226,estonia_population.csv:883:3
country/EST,1954,dcid:Count_Person_25To29Years,95215,estonia_population.csv:884:3
country/EST,1954,dcid:Count_Person_30To34Years,74191,estonia_population.csv:885:3
country/EST,1954,dcid:Count_Person_35To39Years,62230,estonia_population.csv:886:3
country/EST,1954,dcid:Count_Person_40To44Years,78699,estonia_population.csv:887:3
country/EST,1954,dcid:Count_Person_45To49Years,74842,estonia_population.csv:888:3
country/EST,1954,dcid:Count_Person_50To54Years,70579,estonia_population.csv:889:3
country/EST,1954,dcid:Count_Person_55To59Years,58125,estonia_population.csv:890:3
country/EST,1954,dcid:Count_Person_60To64Years,51346,estonia_population.csv:891:3
country/EST,1954,dcid:Count_Person_65To69Years,43240,estonia_population.csv:892:3
country/EST,1954,dcid:Count_Person_70To74Years,32147,estonia_population.csv:893:3
country/EST,1954,dcid:Count_Person_75To79Years,21385,estonia_population.csv:894:3
country/EST,1954,dcid:Count_Person_80To84Years,11292,estonia_population.csv:895:3
country/EST,1954,dcid:Count_Person_85OrMoreYears,5222,estonia_population.csv:900:3
country/EST,1954,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:901:3
country/EST,1955,dcid:Count_Person,1137640,estonia_population.csv:902:3
country/EST,1955,dcid:Count_Person_0Years,20441,estonia_population.csv:903:3
country/EST,1955,dcid:Count_Person_1To4Years,74089,estonia_population.csv:904:3
country/EST,1955,dcid:Count_Person_5To9Years,86390,estonia_population.csv:905:3
country/EST,1955,dcid:Count_Person_10To14Years,77994,estonia_population.csv:906:3
country/EST,1955,dcid:Count_Person_15To19Years,93601,estonia_population.csv:907:3
country/EST,1955,dcid:Count_Person_20To24Years,94712,estonia_population.csv:908:3
country/EST,1955,dcid:Count_Person_25To29Years,98861,estonia_population.csv:909:3
country/EST,1955,dcid:Count_Person_30To34Years,80406,estonia_population.csv:910:3
country/EST,1955,dcid:Count_Person_35To39Years,59098,estonia_population.csv:911:3
country/EST,1955,dcid:Count_Person_40To44Years,78288,estonia_population.csv:912:3
country/EST,1955,dcid:Count_Person_45To49Years,75018,estonia_population.csv:913:3
country/EST,1955,dcid:Count_Person_50To54Years,72141,estonia_population.csv:914:3
country/EST,1955,dcid:Count_Person_55To59Years,59980,estonia_population.csv:915:3
country/EST,1955,dcid:Count_Person_60To64Years,51546,estonia_population.csv:916:3
country/EST,1955,dcid:Count_Person_65To69Years,43674,estonia_population.csv:917:3
country/EST,1955,dcid:Count_Person_70To74Years,32836,estonia_population.csv:918:3
country/EST,1955,dcid:Count_Person_75To79Years,21422,estonia_population.csv:919:3
country/EST,1955,dcid:Count_Person_80To84Years,11956,estonia_population.csv:920:3
country/EST,1955,dcid:Count_Person_85OrMoreYears,5187,estonia_population.csv:925:3
country/EST,1955,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:926:3
country/EST,1956,dcid:Count_Person,1150791,estonia_population.csv:927:3
country/EST,1956,dcid:Count_Person_0Years,20038,estonia_population.csv:928:3
country/EST,1956,dcid:Count_Person_1To4Years,75692,estonia_population.csv:929:3
country/EST,1956,dcid:Count_Person_5To9Years,90239,estonia_population.csv:930:3
country/EST,1956,dcid:Count_Person_10To14Years,75784,estonia_population.csv:931:3
country/EST,1956,dcid:Count_Person_15To19Years,93769,estonia_population.csv:932:3
country/EST,1956,dcid:Count_Person_20To24Years,92519,estonia_population.csv:933:3
country/EST,1956,dcid:Count_Person_25To29Years,103064,estonia_population.csv:934:3
country/EST,1956,dcid:Count_Person_30To34Years,84575,estonia_population.csv:935:3
country/EST,1956,dcid:Count_Person_35To39Years,59993,estonia_population.csv:936:3
country/EST,1956,dcid:Count_Person_40To44Years,74673,estonia_population.csv:937:3
country/EST,1956,dcid:Count_Person_45To49Years,76950,estonia_population.csv:938:3
country/EST,1956,dcid:Count_Person_50To54Years,71203,estonia_population.csv:939:3
country/EST,1956,dcid:Count_Person_55To59Years,62805,estonia_population.csv:940:3
country/EST,1956,dcid:Count_Person_60To64Years,52007,estonia_population.csv:941:3
country/EST,1956,dcid:Count_Person_65To69Years,44465,estonia_population.csv:942:3
country/EST,1956,dcid:Count_Person_70To74Years,33528,estonia_population.csv:943:3
country/EST,1956,dcid:Count_Person_75To79Years,21885,estonia_population.csv:944:3
country/EST,1956,dcid:Count_Person_80To84Years,12155,estonia_population.csv:945:3
country/EST,1956,dcid:Count_Person_85OrMoreYears,5447,estonia_population.csv:950:3
country/EST,1956,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:951:3
country/EST,1957,dcid:Count_Person,1165009,estonia_population.csv:952:3
country/EST,1957,dcid:Count_Person_0Years,19242,estonia_population.csv:953:3
country/EST,1957,dcid:Count_Person_1To4Years,76811,estonia_population.csv:954:3
country/EST,1957,dcid:Count_Person_5To9Years,91792,estonia_population.csv:955:3
country/EST,1957,dcid:Count_Person_10To14Years,74630,estonia_population.csv:956:3
country/EST,1957,dcid:Count_Person_15To19Years,94746,estonia_population.csv:957:3
country/EST,1957,dcid:Count_Person_20To24Years,92986,estonia_population.csv:958:3
country/EST,1957,dcid:Count_Person_25To29Years,104045,estonia_population.csv:959:3
country/EST,1957,dcid:Count_Person_30To34Years,89667,estonia_population.csv:960:3
country/EST,1957,dcid:Count_Person_35To39Years,63532,estonia_population.csv:961:3
country/EST,1957,dcid:Count_Person_40To44Years,70611,estonia_population.csv:962:3
country/EST,1957,dcid:Count_Person_45To49Years,76373,estonia_population.csv:963:3
country/EST,1957,dcid:Count_Person_50To54Years,73438,estonia_population.csv:964:3
country/EST,1957,dcid:Count_Person_55To59Years,63938,estonia_population.csv:965:3
country/EST,1957,dcid:Count_Person_60To64Years,53015,estonia_population.csv:966:3
country/EST,1957,dcid:Count_Person_65To69Years,44997,estonia_population.csv:967:3
country/EST,1957,dcid:Count_Person_70To74Years,34889,estonia_population.csv:968:3
country/EST,1957,dcid:Count_Person_75To79Years,22003,estonia_population.csv:969:3
country/EST,1957,dcid:Count_Person_80To84Years,12538,estonia_population.csv:970:3
country/EST,1957,dcid:Count_Person_85OrMoreYears,5756,estonia_population.csv:975:3
country/EST,1957,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:976:3
country/EST,1958,dcid:Count_Person,1178717,estonia_population.csv:977:3
country/EST,1958,dcid:Count_Person_0Years,19022,estonia_population.csv:978:3
country/EST,1958,dcid:Count_Person_1To4Years,76459,estonia_population.csv:979:3
country/EST,1958,dcid:Count_Person_5To9Years,93557,estonia_population.csv:980:3
country/EST,1958,dcid:Count_Person_10To14Years,76874,estonia_population.csv:981:3
country/EST,1958,dcid:Count_Person_15To19Years,91168,estonia_population.csv:982:3
country/EST,1958,dcid:Count_Person_20To24Years,95250,estonia_population.csv:983:3
country/EST,1958,dcid:Count_Person_25To29Years,105390,estonia_population.csv:984:3
country/EST,1958,dcid:Count_Person_30To34Years,93164,estonia_population.csv:985:3
country/EST,1958,dcid:Count_Person_35To39Years,70743,estonia_population.csv:986:3
country/EST,1958,dcid:Count_Person_40To44Years,64182,estonia_population.csv:987:3
country/EST,1958,dcid:Count_Person_45To49Years,77503,estonia_population.csv:988:3
country/EST,1958,dcid:Count_Person_50To54Years,73044,estonia_population.csv:989:3
country/EST,1958,dcid:Count_Person_55To59Years,66750,estonia_population.csv:990:3
country/EST,1958,dcid:Count_Person_60To64Years,53186,estonia_population.csv:991:3
country/EST,1958,dcid:Count_Person_65To69Years,46263,estonia_population.csv:992:3
country/EST,1958,dcid:Count_Person_70To74Years,34970,estonia_population.csv:993:3
country/EST,1958,dcid:Count_Person_75To79Years,22677,estonia_population.csv:994:3
country/EST,1958,dcid:Count_Person_80To84Years,12568,estonia_population.csv:995:3
country/EST,1958,dcid:Count_Person_85OrMoreYears,5947,estonia_population.csv:1000:3
country/EST,1958,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:1001:3
country/EST,1959,dcid:Count_Person,1191428,estonia_population.csv:1002:3
country/EST,1959,dcid:Count_Person_0Years,18986,estonia_population.csv:1003:3
country/EST,1959,dcid:Count_Person_1To4Years,76398,estonia_population.csv:1004:3
country/EST,1959,dcid:Count_Person_5To9Years,93576,estonia_population.csv:1005:3
country/EST,1959,dcid:Count_Person_10To14Years,82177,estonia_population.csv:1006:3
